time,latitude,longitude,depth,mag
2018-09-01T19:48:49.390Z,35.0679,25.9457,15.41,4.2
2018-09-03T02:58:25.220Z,35.221,28.5023,10.0,4.0
2018-09-04T06:12:55.630Z,40.1556,-10.53,10.0,4.8
2018-09-06T23:53:35.080Z,38.8844,26.3833,10.0,4.1
2018-09-07T05:44:53.090Z,43.0372,13.5258,10.0,2.6
2018-09-07T20:35:05.340Z,43.4875,17.1967,10.0,4.1
2018-09-07T22:34:35.830Z,38.8585,26.4139,10.0,3.3
2018-09-09T05:25:14.740Z,39.7259,20.4235,14.46,4.0
2018-09-09T10:45:14.460Z,71.6219,-2.606,10.0,4.3
2018-09-09T16:35:04.560Z,36.4381,28.8703,9.57,4.1
2018-09-10T15:07:10.590Z,36.9155,27.7168,10.0,4.4
2018-09-10T18:22:34.810Z,71.4664,-3.9464,10.0,4.2
2018-09-10T23:02:56.060Z,37.2304,30.6131,108.14,5.1
2018-09-12T06:21:48.440Z,36.185,31.0563,50.02,5.3
2018-09-12T18:13:28.210Z,36.3469,28.8658,10.0,4.1
2018-09-14T01:22:04.720Z,37.9334,22.0367,29.97,4.5
2018-09-14T10:40:15.520Z,64.5167,-17.8029,10.0,4.5
2018-09-15T03:09:14.130Z,43.7767,15.7401,10.0,4.2
2018-09-15T16:35:15.950Z,51.564,16.1679,5.0,4.7
2018-09-16T08:57:41.170Z,56.3985,8.0287,10.0,3.8
2018-09-18T02:48:43.920Z,38.1651,21.5396,8.55,4.2
2018-09-18T21:36:43.110Z,40.7951,14.1448,10.0,2.5
2018-09-22T02:04:59.280Z,45.612,26.5193,129.4,4.1
2018-09-26T02:52:17.970Z,35.3997,26.5057,62.81,4.4
2018-09-27T10:21:49.480Z,36.8055,21.4351,10.0,5.4
2018-09-28T00:26:30.640Z,37.0585,30.5049,110.89,4.1
2018-09-28T05:24:30.970Z,38.4457,15.7312,10.0,4.4
2018-09-30T13:15:57.300Z,35.0695,26.2618,75.83,4.9
