time,latitude,longitude,depth,mag
2017-05-01T11:02:39.530Z,38.1834,20.3958,10.0,4.3
2017-05-02T13:36:50.450Z,38.0222,20.3736,10.0,4.5
2017-05-02T22:47:29.680Z,35.3116,26.8555,12.31,4.2
2017-05-03T05:08:48.660Z,71.2256,-8.5919,10.0,4.8
2017-05-03T05:59:35.430Z,45.648,26.4949,143.27,4.2
2017-05-03T13:53:25.240Z,35.2678,26.8566,8.67,4.2
2017-05-04T08:58:14.850Z,42.0232,20.2193,7.27,4.0
2017-05-04T15:47:05.530Z,72.6594,3.0043,10.0,4.6
2017-05-10T15:12:09.590Z,35.2595,27.1674,12.73,4.1
2017-05-12T05:55:44.750Z,37.838,27.1525,10.0,4.1
2017-05-14T02:08:29.510Z,41.952,21.4976,14.08,4.0
2017-05-14T04:46:08.770Z,38.8768,21.9962,22.8,4.4
2017-05-17T11:30:33.280Z,35.9758,27.5071,13.18,4.9
2017-05-17T13:02:04.530Z,35.5657,28.4209,21.16,4.2
2017-05-17T16:34:22.220Z,37.7621,22.1364,10.0,4.2
2017-05-17T18:25:46.690Z,74.7783,9.2282,10.0,4.1
2017-05-19T20:02:44.150Z,45.7403,26.6495,124.52,4.3
2017-05-20T09:12:26.390Z,35.0233,26.6283,10.0,4.1
2017-05-20T11:06:10.940Z,35.3666,27.5717,10.0,4.1
2017-05-20T20:32:55.530Z,64.6451,-17.7338,6.36,4.4
2017-05-24T10:30:58.120Z,41.5653,20.1873,10.0,4.5
2017-05-27T09:36:22.340Z,64.5807,-17.8901,10.0,4.2
2017-05-27T15:53:24.250Z,38.7729,27.8234,10.0,5.1
2017-05-28T02:15:00.610Z,38.7522,27.8315,10.0,4.0
2017-05-28T02:50:27.280Z,38.7688,27.7848,10.0,4.6
2017-05-28T02:52:56.460Z,38.7811,27.8031,10.0,4.8
2017-05-28T04:38:20.910Z,38.7486,27.8369,10.0,4.2
2017-05-28T07:34:03.220Z,38.7079,27.8365,10.0,4.1
2017-05-28T08:49:48.710Z,38.7399,27.8136,10.0,4.2
2017-05-28T11:04:59.370Z,38.764,27.7784,3.3,4.9
2017-05-30T12:29:29.240Z,35.4825,31.2558,51.47,4.3
2017-05-31T20:25:26.450Z,51.5472,16.1785,5.0,4.5
2017-05-31T20:30:13.330Z,36.5648,26.0241,134.42,4.2
