time,latitude,longitude,depth,mag
2017-03-02T11:07:26.880Z,37.616,38.4305,10.0,5.6
2017-03-03T23:17:00.080Z,35.3873,25.8746,18.95,4.4
2017-03-05T01:46:55.830Z,36.5481,6.7383,10.38,4.7
2017-03-06T20:12:08.600Z,46.9108,8.816,10.0,4.1
2017-03-08T07:55:01.360Z,35.653,24.5068,68.47,4.4
2017-03-08T13:43:13.070Z,45.6583,26.4629,148.97,4.1
2017-03-09T10:48:39.220Z,38.0774,-0.8585,10.88,2.5
2017-03-10T06:43:34.610Z,42.9535,-1.7443,2.65,4.1
2017-03-10T16:41:12.110Z,72.8284,4.6453,10.0,5.0
2017-03-13T01:31:55.740Z,43.7119,16.8274,16.36,4.1
2017-03-15T23:29:48.820Z,35.8408,27.6454,26.56,4.3
2017-03-20T05:02:41.980Z,42.5947,13.2939,10.0,4.1
2017-03-20T14:39:46.380Z,38.5214,39.7883,8.72,4.5
2017-03-24T04:24:30.760Z,37.5969,23.9111,167.87,4.6
2017-03-24T15:19:06.750Z,39.5392,26.1339,12.17,4.4
2017-03-25T19:53:00.600Z,39.3786,20.479,10.0,4.0
2017-03-26T00:24:16.100Z,67.7392,-18.9561,10.0,4.0
2017-03-26T00:24:49.300Z,67.7162,-18.94,10.0,4.6
2017-03-26T01:07:12.210Z,67.8162,-18.6708,10.0,5.2
2017-03-26T01:48:39.830Z,67.8535,-18.3349,10.0,4.9
2017-03-26T02:12:01.140Z,67.8985,-18.6575,10.0,4.3
2017-03-28T21:53:31.600Z,38.2847,37.1456,10.0,4.0
2017-03-29T18:10:45.770Z,38.1884,31.0352,10.0,4.5
