time,latitude,longitude,depth,mag
2017-02-01T23:22:31.320Z,39.5922,-8.8651,10.86,3.6
2017-02-03T03:47:56.550Z,42.9973,13.0465,10.0,4.1
2017-02-03T04:10:06.930Z,43.0359,12.9281,10.0,4.3
2017-02-05T00:13:33.990Z,40.6531,19.6669,12.12,4.0
2017-02-05T10:34:51.560Z,36.1973,31.1277,59.52,4.4
2017-02-06T03:51:40.640Z,39.5986,26.0647,10.0,5.3
2017-02-06T04:17:29.690Z,39.4891,26.1056,13.06,4.4
2017-02-06T10:58:02.270Z,39.5734,26.0755,7.21,5.2
2017-02-06T11:45:01.970Z,39.5394,26.1373,10.0,4.9
2017-02-06T14:26:10.780Z,38.1643,22.0478,49.43,4.4
2017-02-07T02:24:04.150Z,39.5279,26.0993,8.38,5.3
2017-02-07T05:15:53.020Z,39.5644,26.2389,10.0,4.4
2017-02-07T05:17:09.110Z,39.495,26.253,10.0,4.6
2017-02-07T10:03:04.610Z,35.0106,25.2424,10.0,4.3
2017-02-07T21:00:54.360Z,39.5687,26.1652,6.1,4.5
2017-02-07T21:35:00.940Z,39.5276,26.1532,16.23,4.3
2017-02-07T22:53:30.290Z,39.5268,26.1476,12.77,4.3
2017-02-08T01:38:03.780Z,39.544,26.1724,10.0,4.5
2017-02-08T02:16:14.050Z,39.5417,26.1499,10.0,3.9
2017-02-08T09:52:06.090Z,45.736,26.6616,129.27,4.4
2017-02-08T15:08:20.550Z,45.5187,26.2594,127.01,4.7
2017-02-10T08:55:26.860Z,39.5487,26.1913,9.82,4.5
2017-02-12T13:48:16.090Z,39.6004,26.0884,6.01,5.3
2017-02-16T00:19:00.240Z,39.5439,26.1208,7.1,4.5
2017-02-19T22:58:40.200Z,37.8687,22.6092,6.97,4.5
2017-02-20T03:13:30.870Z,42.5143,13.2589,7.15,4.0
2017-02-23T01:55:14.270Z,39.5446,26.1064,5.24,4.2
2017-02-25T21:06:04.610Z,37.059,36.0706,2.31,4.6
2017-02-26T23:38:32.630Z,35.122,23.211,31.81,4.2
2017-02-27T06:20:17.270Z,38.511,14.9782,10.0,4.3
2017-02-28T12:47:37.560Z,39.6369,23.2549,10.0,4.4
2017-02-28T22:02:01.030Z,37.9046,20.1366,10.0,4.3
2017-02-28T23:27:33.770Z,39.521,26.1249,8.66,4.6
