time,latitude,longitude,depth,mag
2018-12-01T04:54:17.390Z,40.4488,20.0111,10.0,4.5
2018-12-01T21:56:10.930Z,37.5858,20.5253,10.0,4.4
2018-12-01T22:06:45.800Z,37.6252,20.3017,10.0,4.4
2018-12-02T00:54:13.210Z,37.4332,20.3331,10.0,4.0
2018-12-02T23:25:15.020Z,37.5951,20.4799,10.0,4.2
2018-12-03T00:16:17.880Z,35.2743,33.1567,51.51,3.8
2018-12-11T04:11:44.610Z,39.5836,24.3046,10.0,4.5
2018-12-13T06:26:41.100Z,37.5647,20.7027,10.0,4.9
2018-12-16T09:24:31.500Z,39.6282,24.2757,10.0,4.3
2018-12-19T19:35:53.760Z,36.7339,21.5667,25.92,4.9
2018-12-20T04:54:39.050Z,36.1937,22.9089,10.0,4.5
2018-12-20T06:34:25.190Z,40.6063,28.9761,10.0,4.3
2018-12-21T08:31:12.130Z,35.9775,30.6983,48.91,4.3
2018-12-22T17:46:09.390Z,37.3905,20.7871,10.0,4.1
2018-12-23T06:33:07.950Z,45.2676,20.9364,10.0,4.1
2018-12-23T22:34:11.250Z,37.2982,23.9318,10.0,4.4
2018-12-24T02:20:56.640Z,35.419,26.4649,18.05,4.0
2018-12-24T16:50:11.460Z,37.7026,15.0754,10.0,4.3
2018-12-25T01:41:27.150Z,37.4185,20.8628,10.0,4.8
2018-12-25T21:22:26.550Z,60.7647,17.1626,10.0,2.8
2018-12-26T02:19:14.000Z,37.63,15.1,1.0,5.0
2018-12-26T07:37:54.170Z,37.303,20.8122,10.0,4.6
2018-12-27T14:30:11.110Z,37.4321,20.8089,10.0,4.5
2018-12-27T14:36:50.150Z,39.5562,38.5778,10.0,4.2
2018-12-28T01:16:36.810Z,64.636,-17.7244,10.0,4.7
2018-12-29T04:15:42.450Z,35.6476,21.9709,35.0,4.4
2018-12-29T21:27:52.420Z,37.579,20.7831,10.0,4.5
2018-12-29T23:52:49.620Z,41.8733,12.8062,12.59,2.9
2018-12-30T02:56:22.070Z,64.1613,-21.0068,10.0,4.3
2018-12-30T13:33:14.370Z,35.8374,27.3233,10.0,4.2
2018-12-31T07:52:23.580Z,39.1556,20.9187,10.0,4.4
