time,latitude,longitude,depth,mag
2016-04-01T14:30:48.300Z,35.97,25.18,84.0,4.6
2016-04-02T14:48:04.900Z,35.4893,-3.8335,10.0,4.2
2016-04-04T18:53:05.150Z,39.2273,15.4905,253.54,4.2
2016-04-05T17:39:02.140Z,35.7225,-3.7432,10.0,4.2
2016-04-08T00:10:51.370Z,64.6366,-17.771,7.3,4.6
2016-04-08T07:10:08.020Z,35.5244,-3.7976,10.0,4.3
2016-04-09T01:36:12.770Z,38.6061,24.4349,10.0,4.0
2016-04-09T07:23:36.510Z,37.6758,19.8492,22.83,4.5
2016-04-10T17:48:54.110Z,36.3728,3.5105,14.57,4.8
2016-04-11T06:06:33.100Z,39.059,21.84,13.2,3.9
2016-04-11T07:40:31.520Z,35.0234,22.9513,10.0,4.2
2016-04-11T18:53:44.900Z,38.307,20.3438,10.0,4.6
2016-04-17T13:54:50.250Z,37.8503,23.494,17.58,4.5
2016-04-18T06:46:14.040Z,42.3999,25.9692,5.0,4.3
2016-04-19T08:19:43.860Z,40.3718,19.3625,10.0,3.4
2016-04-25T04:44:09.600Z,43.4658,-0.5662,2.0,3.9
2016-04-25T10:28:22.840Z,48.0884,16.1428,3.46,4.2
2016-04-26T14:15:18.060Z,37.7626,21.1072,22.78,4.6
2016-04-28T06:46:50.240Z,46.042,-1.1667,10.0,3.9
2016-04-29T03:50:55.010Z,38.7064,20.4963,15.44,4.3
