time,latitude,longitude,depth,mag
2016-10-01T23:17:39.000Z,46.04,6.87,2.0,3.8
2016-10-02T19:41:19.290Z,42.4892,19.1307,16.01,4.2
2016-10-03T02:34:42.610Z,37.716,21.1372,11.77,4.5
2016-10-04T10:52:14.620Z,42.0016,21.5573,9.21,3.1
2016-10-04T12:41:35.300Z,42.86,13.12,9.0,4.1
2016-10-07T09:25:46.780Z,45.2638,18.3968,10.0,4.4
2016-10-08T00:33:24.120Z,41.0245,22.6728,10.0,4.0
2016-10-08T18:11:10.520Z,42.721,13.1054,7.39,4.0
2016-10-09T12:48:26.530Z,62.4061,2.2212,10.0,4.8
2016-10-11T11:48:30.710Z,38.398,21.802,11.7,4.2
2016-10-15T02:49:16.610Z,38.9898,27.7693,10.0,3.8
2016-10-15T02:51:05.830Z,38.8967,27.6924,10.0,4.1
2016-10-15T08:18:32.870Z,42.2088,30.7242,6.4,5.1
2016-10-15T20:14:49.730Z,39.8063,20.6463,22.0,5.5
2016-10-15T20:18:41.610Z,39.7461,20.786,10.0,4.6
2016-10-15T20:22:30.720Z,39.799,20.6839,10.0,4.4
2016-10-15T21:10:26.660Z,39.7497,20.7396,13.1,4.3
2016-10-15T21:42:22.740Z,39.7235,20.6628,10.0,4.3
2016-10-15T21:46:52.870Z,39.7027,20.6977,9.49,4.3
2016-10-15T23:06:58.890Z,39.7649,20.6728,10.0,4.4
2016-10-16T00:09:58.160Z,39.7659,20.7143,10.0,5.0
2016-10-16T00:41:14.360Z,39.8168,20.5912,13.3,5.2
2016-10-16T00:47:34.790Z,39.7278,20.6382,10.0,4.2
2016-10-16T00:48:15.800Z,39.7262,20.7161,10.0,4.9
2016-10-16T01:15:59.000Z,39.768,20.702,17.7,4.1
2016-10-16T01:32:06.240Z,39.7794,20.6004,20.34,4.8
2016-10-16T02:18:44.000Z,39.752,20.696,14.6,4.3
2016-10-16T02:21:04.030Z,39.7866,20.6113,19.45,5.0
2016-10-16T03:40:20.000Z,39.785,20.693,20.4,4.8
2016-10-16T05:06:33.520Z,39.7362,20.7241,10.0,4.5
2016-10-16T05:39:25.470Z,39.7536,20.6496,10.0,4.2
2016-10-16T05:55:06.370Z,39.8169,20.6466,10.0,4.3
2016-10-16T08:28:14.060Z,39.8066,20.6632,10.0,4.3
2016-10-16T08:40:20.280Z,39.7798,20.7147,10.0,4.5
2016-10-16T09:32:37.210Z,42.737,13.0769,10.0,4.3
2016-10-16T13:18:01.720Z,39.7864,20.6643,10.0,4.3
2016-10-16T14:11:25.790Z,40.8652,30.9058,10.0,4.3
2016-10-16T15:47:54.240Z,39.7474,20.7207,11.54,4.1
