time,latitude,longitude,depth,mag
2017-11-01T20:59:22.000Z,55.883,-5.429,7.0,2.6
2017-11-01T23:12:37.480Z,40.4274,13.3543,438.23,4.1
2017-11-02T18:04:16.470Z,42.7258,13.1416,10.0,4.0
2017-11-03T12:59:33.080Z,43.2036,17.7485,10.0,4.1
2017-11-03T17:19:02.580Z,36.239,-4.0806,10.0,3.9
2017-11-03T18:15:41.700Z,47.1867,11.3685,10.0,3.5
2017-11-04T09:51:15.050Z,37.898,21.4005,10.0,4.4
2017-11-04T21:54:09.670Z,36.6435,28.1961,77.5,4.2
2017-11-07T02:40:32.880Z,36.2832,28.4175,67.68,4.9
2017-11-07T08:46:33.040Z,60.5768,4.6862,4.9,4.0
2017-11-10T11:19:06.510Z,51.6095,16.1851,5.0,4.1
2017-11-11T04:54:05.770Z,42.9227,23.3575,11.41,4.1
2017-11-11T08:56:38.670Z,38.8531,27.4829,10.0,4.1
2017-11-15T03:12:11.600Z,72.5814,3.0406,10.0,4.6
2017-11-17T12:10:23.990Z,45.4797,6.3273,5.0,3.2
2017-11-19T12:37:45.020Z,44.7543,10.0786,18.45,4.4
2017-11-20T03:31:10.850Z,38.3839,22.1729,10.0,4.0
2017-11-20T23:04:06.110Z,47.1222,11.373,10.0,2.5
2017-11-21T13:53:07.180Z,64.4613,-17.7956,7.25,4.4
2017-11-22T20:22:53.540Z,37.0511,28.6427,10.0,5.1
2017-11-22T22:37:34.110Z,40.5713,22.5298,3.22,4.5
2017-11-24T12:00:44.630Z,36.0434,27.188,13.82,4.1
2017-11-24T18:51:39.040Z,36.8901,21.4902,10.0,4.7
2017-11-24T21:49:15.170Z,37.0845,28.6223,5.17,5.2
2017-11-26T19:01:32.730Z,42.7258,24.2869,10.94,4.5
2017-11-28T13:15:45.400Z,72.5993,3.2746,10.0,5.5
