time,latitude,longitude,depth,mag
2017-06-09T12:15:44.970Z,42.4976,13.2834,10.0,4.2
2017-06-12T12:28:39.150Z,38.9296,26.365,12.0,6.3
2017-06-12T14:19:47.860Z,38.8811,26.3197,10.0,4.4
2017-06-13T22:29:11.580Z,43.2075,17.7628,4.73,4.1
2017-06-14T04:35:56.500Z,38.8707,26.4023,17.85,4.3
2017-06-16T18:17:32.550Z,44.8928,36.9086,14.69,4.2
2017-06-16T23:42:45.010Z,36.8473,22.9898,74.58,4.4
2017-06-17T03:40:37.360Z,38.8989,26.2153,10.0,4.6
2017-06-17T19:33:33.640Z,38.7923,26.5164,12.71,4.2
2017-06-17T19:50:04.790Z,38.8864,26.4186,7.74,5.2
2017-06-18T15:23:33.310Z,38.0084,21.2236,10.0,4.4
2017-06-19T04:55:37.460Z,38.0599,21.1517,14.78,4.5
2017-06-20T13:10:35.620Z,41.1564,20.884,10.0,4.3
2017-06-21T12:46:02.670Z,35.2917,24.4938,67.84,4.1
2017-06-22T02:48:53.110Z,38.8251,26.4665,10.0,4.8
2017-06-23T14:15:16.100Z,41.4599,19.8855,25.92,4.1
2017-06-23T23:50:00.070Z,45.5524,26.3634,151.83,4.1
2017-06-25T13:54:42.240Z,38.3536,23.3901,10.0,4.3
2017-06-26T04:22:20.730Z,68.9673,-17.1699,10.0,4.4
2017-06-26T05:54:54.290Z,38.7897,26.4667,10.0,4.1
2017-06-26T10:17:51.430Z,38.2706,20.2725,10.0,4.3
2017-06-26T22:00:33.790Z,37.6273,20.9074,10.0,4.4
2017-06-27T03:51:14.380Z,38.2226,20.33,10.0,4.3
2017-06-27T17:58:33.580Z,36.6419,26.9973,136.14,4.2
2017-06-27T22:02:10.780Z,37.0135,21.4727,4.29,4.2
2017-06-28T12:05:44.330Z,42.6456,18.1239,3.38,2.9
2017-06-28T18:59:58.480Z,36.8249,29.7199,10.61,4.0
2017-06-30T00:25:19.430Z,42.682,13.2247,10.0,4.1
2017-06-30T13:33:44.710Z,58.9237,1.7917,10.0,5.0
2017-06-30T14:58:45.080Z,64.5478,-18.068,14.93,4.4
