time,latitude,longitude,depth,mag
2016-07-05T05:54:38.790Z,37.5845,17.0005,36.01,4.5
2016-07-06T20:52:30.630Z,36.4219,3.4701,10.0,4.3
2016-07-09T07:15:32.530Z,36.8868,30.5419,96.21,4.2
2016-07-11T22:18:53.250Z,41.1702,23.8324,10.0,4.1
2016-07-13T18:36:07.050Z,35.9119,31.1442,45.83,4.3
2016-07-14T18:07:01.890Z,36.1851,21.7639,26.16,4.4
2016-07-17T08:55:41.580Z,40.7118,29.18,7.4,4.2
2016-07-22T21:40:10.180Z,42.3383,35.2107,10.0,4.1
2016-07-23T18:31:46.340Z,38.298,20.4632,12.5,4.1
2016-07-25T15:43:55.460Z,39.1605,20.8982,10.0,4.3
2016-07-25T23:35:11.600Z,35.4101,31.4741,10.0,4.1
2016-07-26T15:38:36.220Z,39.1781,20.8726,10.0,4.4
2016-07-28T16:13:33.950Z,35.2548,39.0853,27.18,4.4
2016-07-30T10:23:28.100Z,70.8463,-6.3528,10.0,4.1
2016-07-30T17:26:22.250Z,35.2905,22.9493,23.39,5.2
2016-07-30T19:10:37.310Z,51.5629,16.2081,5.0,4.2
2016-07-30T20:21:38.390Z,44.94,7.21,11.0,4.2
