time,latitude,longitude,depth,mag
2018-10-02T15:29:05.160Z,37.6699,37.3967,5.0,4.6
2018-10-05T11:32:11.930Z,35.9867,31.6566,70.43,4.5
2018-10-06T00:34:20.600Z,37.5399,15.056,10.0,4.6
2018-10-10T09:08:24.440Z,37.3958,35.8992,10.0,4.3
2018-10-12T00:37:31.550Z,36.8614,21.2673,10.0,4.4
2018-10-12T19:28:59.040Z,36.703,21.4352,10.0,4.2
2018-10-15T09:02:47.070Z,40.5458,23.4446,7.19,4.5
2018-10-17T22:03:17.990Z,37.398,20.633,17.48,4.6
2018-10-18T00:28:52.710Z,36.0878,21.6623,10.0,4.2
2018-10-18T03:12:42.810Z,37.18,20.5312,10.0,4.4
2018-10-18T18:13:09.070Z,63.6362,2.5441,10.0,4.6
2018-10-23T00:09:01.890Z,64.5583,-17.6514,8.61,4.5
2018-10-23T22:07:56.730Z,37.9307,21.2609,49.52,4.2
2018-10-24T02:36:14.190Z,36.3268,28.7927,10.0,4.4
2018-10-25T22:22:54.760Z,37.4501,20.5853,10.0,5.1
2018-10-25T22:54:52.630Z,37.5203,20.5565,14.0,6.8
2018-10-25T23:09:21.420Z,37.2426,20.6146,10.0,5.1
2018-10-25T23:19:44.740Z,37.485,20.4886,10.0,4.4
2018-10-25T23:31:41.610Z,37.5394,20.5293,10.0,4.4
2018-10-25T23:44:05.480Z,37.4078,20.6536,10.0,4.8
2018-10-25T23:53:44.640Z,37.6375,20.6329,10.0,4.5
2018-10-26T00:01:56.110Z,37.4787,20.603,10.0,4.3
2018-10-26T00:13:38.830Z,37.5155,20.5743,10.0,4.9
2018-10-26T00:23:11.230Z,37.5251,20.8454,10.0,4.7
2018-10-26T00:32:54.260Z,37.7243,20.3475,10.0,5.0
2018-10-26T00:44:32.990Z,37.428,20.3496,10.0,4.6
2018-10-26T01:06:04.540Z,37.4059,20.8466,10.0,5.0
2018-10-26T01:16:36.540Z,37.3647,20.7562,10.0,4.5
2018-10-26T01:46:40.020Z,37.3568,20.7129,10.0,4.6
2018-10-26T02:09:30.240Z,37.3065,20.6225,10.0,4.8
2018-10-26T02:17:32.190Z,37.3675,20.593,10.0,4.7
2018-10-26T02:28:42.830Z,37.2316,20.6556,10.0,4.5
2018-10-26T02:36:05.920Z,37.4218,20.801,10.0,4.7
2018-10-26T04:00:48.100Z,37.3651,20.7466,10.0,4.5
2018-10-26T05:48:37.100Z,37.489,20.6009,10.0,5.1
