time,latitude,longitude,depth,mag
2018-07-02T23:25:30.140Z,37.108,28.2683,7.17,4.2
2018-07-03T19:38:49.240Z,51.5582,16.1632,9.02,4.4
2018-07-04T09:01:09.570Z,41.4466,19.5828,22.0,5.1
2018-07-04T09:08:58.050Z,41.4659,19.4906,10.0,4.3
2018-07-04T11:24:20.040Z,41.4267,19.5149,10.0,4.4
2018-07-04T13:33:28.380Z,41.4291,19.4439,10.0,3.3
2018-07-05T00:48:57.250Z,41.4766,19.5133,11.67,4.2
2018-07-05T02:09:29.640Z,41.4885,19.5129,10.0,3.5
2018-07-05T10:53:24.180Z,51.1437,-0.4435,10.0,2.8
2018-07-05T21:39:05.370Z,38.0092,21.2637,18.21,4.3
2018-07-05T22:49:00.670Z,41.461,19.4763,7.52,4.1
2018-07-07T01:10:05.370Z,36.6795,21.4392,39.85,4.0
2018-07-08T13:15:56.000Z,35.5768,27.8967,10.0,4.2
2018-07-08T19:43:31.370Z,35.6006,28.2543,10.0,4.0
2018-07-08T20:32:15.920Z,35.4599,22.9403,55.61,4.5
2018-07-09T00:58:59.760Z,38.2995,22.7358,109.18,3.9
2018-07-09T06:06:04.090Z,42.6819,18.231,10.0,2.9
2018-07-10T02:17:57.860Z,42.2774,18.8863,10.0,3.2
2018-07-12T19:56:47.110Z,38.6814,26.4476,10.0,3.1
2018-07-13T12:42:41.300Z,35.033,25.9702,10.0,4.7
2018-07-14T02:50:54.690Z,38.6802,15.9675,65.52,4.5
2018-07-14T05:08:46.850Z,37.6916,21.8369,10.0,4.3
2018-07-14T14:25:44.160Z,36.6069,26.9769,151.29,4.4
2018-07-17T13:05:06.770Z,41.0374,19.5735,10.0,4.6
2018-07-18T06:49:46.220Z,39.7875,20.6902,10.0,4.4
2018-07-20T03:31:30.670Z,51.5725,16.177,10.0,4.9
2018-07-20T09:32:59.880Z,36.3769,5.3243,10.0,4.2
2018-07-23T02:40:24.650Z,37.5295,29.9106,10.0,4.9
2018-07-26T08:17:51.670Z,37.5928,26.6904,10.0,4.5
2018-07-27T22:33:52.300Z,36.804,27.7957,10.0,2.6
2018-07-29T04:08:18.120Z,37.4233,22.1001,10.0,4.1
2018-07-31T09:51:22.010Z,36.7224,21.2759,10.0,4.3
2018-07-31T14:22:38.690Z,38.272,21.6043,35.0,4.1
2018-07-31T14:36:05.810Z,37.0034,36.0799,6.48,4.3
