time,latitude,longitude,depth,mag
2017-09-01T16:48:34.030Z,36.0049,28.0149,76.5,4.9
2017-09-07T03:08:15.420Z,64.5368,-17.5233,10.0,4.7
2017-09-08T06:32:12.790Z,72.6309,3.8455,10.0,4.7
2017-09-10T08:31:54.990Z,38.0722,22.3039,10.0,4.2
2017-09-10T19:58:12.470Z,42.1676,13.2663,5.0,3.9
2017-09-11T16:20:15.920Z,39.2104,21.5733,10.0,5.0
2017-09-11T18:09:30.450Z,37.0809,-8.6161,27.05,3.6
2017-09-14T01:53:19.770Z,42.6559,22.9299,10.0,3.1
2017-09-16T08:33:56.010Z,37.0491,27.6676,6.34,4.0
2017-09-16T20:38:00.490Z,35.8753,27.6143,11.93,4.1
2017-09-17T14:23:04.020Z,64.4904,-17.6137,8.23,4.6
2017-09-17T14:26:05.190Z,64.5019,-17.9505,9.15,4.3
2017-09-17T14:29:34.670Z,39.2721,24.0015,10.0,4.5
2017-09-18T16:47:12.270Z,40.0912,19.9598,15.74,4.3
2017-09-20T01:56:23.380Z,37.4306,-2.1386,7.84,2.8
2017-09-20T08:40:09.660Z,37.8741,22.6549,35.41,4.4
2017-09-21T08:27:15.650Z,35.5628,27.2858,24.71,4.1
2017-09-21T09:01:20.240Z,39.7777,30.483,9.52,3.2
2017-09-22T04:20:23.630Z,39.1427,26.2334,10.0,4.2
2017-09-22T18:21:39.150Z,71.5805,-11.0533,10.0,4.3
2017-09-24T16:57:15.910Z,36.9078,27.2845,7.26,4.3
2017-09-25T07:54:56.500Z,45.668,26.5353,149.04,3.9
2017-09-28T01:43:22.840Z,47.8873,-1.5597,2.34,3.6
2017-09-28T03:35:12.660Z,44.0595,39.339,22.34,4.2
2017-09-28T10:00:30.470Z,37.4857,20.8827,10.0,4.6
2017-09-28T21:33:48.330Z,39.9133,19.9439,10.6,3.3
2017-09-29T16:08:40.400Z,36.9695,30.645,90.44,4.5
