time,latitude,longitude,depth,mag
2017-12-01T22:10:47.970Z,35.8305,14.5534,11.27,3.0
2017-12-02T16:40:44.580Z,71.4621,-10.9814,10.0,4.7
2017-12-03T23:34:11.900Z,42.6825,13.3079,3.29,4.2
2017-12-07T09:50:33.580Z,70.9251,-6.7578,10.0,4.1
2017-12-07T17:42:50.790Z,51.5763,16.0916,10.0,4.5
2017-12-07T22:32:12.380Z,64.8516,25.2895,10.0,3.5
2017-12-08T05:20:40.950Z,36.3064,27.6205,10.0,4.5
2017-12-10T16:04:01.360Z,37.963,21.4163,30.53,4.3
2017-12-11T15:22:10.860Z,36.3356,28.7874,47.95,4.4
2017-12-14T02:08:37.250Z,37.7231,19.8901,20.26,4.3
2017-12-18T09:42:25.780Z,35.159,22.9795,44.22,4.4
2017-12-20T05:29:10.840Z,64.5844,-17.7285,10.0,4.5
2017-12-21T17:57:31.080Z,35.2868,30.8569,46.86,4.2
2017-12-25T05:13:51.270Z,38.5826,26.7378,10.0,4.6
2017-12-25T23:47:06.390Z,38.6969,20.472,14.51,4.4
2017-12-26T11:15:31.830Z,51.464,16.0675,10.0,3.9
2017-12-29T13:00:40.620Z,43.2245,17.9731,10.0,4.0
2017-12-31T03:49:16.190Z,71.0715,-6.2787,10.0,4.6
2017-12-31T04:02:18.500Z,38.2434,22.8609,10.0,4.8
2017-12-31T20:12:02.880Z,40.5104,27.8564,11.78,4.3
